No.,상품명,수량,실매출,weather,temp_avg,temp_max,temp_min
2025-11-05,에그타르트,9,36000,Sunny,14.2,17.8,8
2025-11-05,생식빵,5,32500,Sunny,14.2,17.8,8
2025-11-05,플레인베이글,10,30000,Sunny,14.2,17.8,8
2025-11-05,블루베리 베이글,8,28800,Sunny,14.2,17.8,8
2025-11-05,무화과베이글,8,28800,Sunny,14.2,17.8,8
2025-11-05,호두크랜베리베이글,8,28000,Sunny,14.2,17.8,8
2025-11-05,통밀잡곡식빵,5,27500,Sunny,14.2,17.8,8
2025-11-05,올리브베이글,8,27200,Sunny,14.2,17.8,8
2025-11-05,아메리카노 ICE,6,24000,Sunny,14.2,17.8,8
2025-11-05,맘모스,5,24000,Sunny,14.2,17.8,8
2025-11-05,카야버터프레첼베이글,4,22400,Sunny,14.2,17.8,8
2025-11-05,초코베이글,6,21600,Sunny,14.2,17.8,8
2025-11-05,바닐라까눌레,8,21500,Sunny,14.2,17.8,8
2025-11-05,카페라떼 HOT,4,18000,Sunny,14.2,17.8,8
2025-11-05,고메버터 스콘,5,18000,Sunny,14.2,17.8,8
2025-11-05,카페라떼 ICE,4,18000,Sunny,14.2,17.8,8
2025-11-05,후추소금빵,5,16000,Sunny,14.2,17.8,8
2025-11-05,바닐라빈라떼 ICE,3,15900,Sunny,14.2,17.8,8
2025-11-05,더블초코스콘,3,11400,Sunny,14.2,17.8,8
2025-11-05,착즙 애플,2,10000,Sunny,14.2,17.8,8
2025-11-05,바닐라빈라떼 HOT,1,5300,Sunny,14.2,17.8,8
2025-11-05,애플키위믹스,1,5000,Sunny,14.2,17.8,8
2025-11-05,착즙 오렌지,1,5000,Sunny,14.2,17.8,8
2025-11-05,바게트,1,4000,Sunny,14.2,17.8,8
2025-11-05,단팥빵,2,4000,Sunny,14.2,17.8,8
2025-11-05,바질토마토 크림치즈,2,3600,Sunny,14.2,17.8,8
2025-11-05,샷 추가,1,2000,Sunny,14.2,17.8,8
2025-11-05,블루베리 크림치즈,1,1800,Sunny,14.2,17.8,8
2025-11-05,크림치즈,1,1500,Sunny,14.2,17.8,8
2025-11-03,당근라페베이컨 샌드위치,15,114000,Sunny,9.5,13.4,3.7
2025-11-03,바질살라미모짜렐라,14,106400,Sunny,9.5,13.4,3.7
2025-11-03,잠봉 베이글 샌드위치,13,96400,Sunny,9.5,13.4,3.7
2025-11-03,소프트소금빵,17,51000,Sunny,9.5,13.4,3.7
2025-11-03,아메리카노 ICE,12,48000,Sunny,9.5,13.4,3.7
2025-11-03,플레인햄치즈 샌드위치,6,45600,Sunny,9.5,13.4,3.7
2025-11-03,아메리카노 HOT,11,44000,Sunny,9.5,13.4,3.7
2025-11-03,에그타르트,11,44000,Sunny,9.5,13.4,3.7
2025-11-03,맘모스,9,43200,Sunny,9.5,13.4,3.7
2025-11-03,카야버터프레첼베이글,7,39200,Sunny,9.5,13.4,3.7
2025-11-03,쪽파베이글 샌드위치,6,39000,Sunny,9.5,13.4,3.7
2025-11-03,생식빵,5,32500,Sunny,9.5,13.4,3.7
2025-11-03,고메버터 스콘,8,28800,Sunny,9.5,13.4,3.7
2025-11-03,감자치즈베이글,8,28800,Sunny,9.5,13.4,3.7
2025-11-03,모찌모찌 식빵,5,27500,Sunny,9.5,13.4,3.7
2025-11-03,블루베리 베이글,7,25200,Sunny,9.5,13.4,3.7
2025-11-03,무화과베이글,7,25200,Sunny,9.5,13.4,3.7
2025-11-03,바닐라까눌레,8,21600,Sunny,9.5,13.4,3.7
2025-11-03,플레인베이글,7,21000,Sunny,9.5,13.4,3.7
2025-11-03,올리브베이글,6,20400,Sunny,9.5,13.4,3.7
2025-11-03,통밀잡곡식빵,3,16500,Sunny,9.5,13.4,3.7
2025-11-03,호두크랜베리베이글,4,14000,Sunny,9.5,13.4,3.7
2025-11-03,후추소금빵,4,12800,Sunny,9.5,13.4,3.7
2025-11-03,단팥빵,6,12000,Sunny,9.5,13.4,3.7
2025-11-03,더블초코스콘,3,11400,Sunny,9.5,13.4,3.7
2025-11-03,초코베이글,3,10800,Sunny,9.5,13.4,3.7
2025-11-03,카페라떼 ICE,2,9000,Sunny,9.5,13.4,3.7
2025-11-03,카페라떼 HOT,2,9000,Sunny,9.5,13.4,3.7
2025-11-03,바질토마토 크림치즈,4,7200,Sunny,9.5,13.4,3.7
2025-11-03,바닐라빈라떼 ICE,1,5300,Sunny,9.5,13.4,3.7
2025-11-03,바닐라빈라떼 HOT,1,5300,Sunny,9.5,13.4,3.7
2025-11-03,애플키위믹스,1,5000,Sunny,9.5,13.4,3.7
2025-11-03,크림치즈,2,3000,Sunny,9.5,13.4,3.7
2025-11-02,잠봉 베이글 샌드위치,16,128000,Sunny,12.6,13.6,11.7
2025-11-02,당근라페베이컨 샌드위치,16,121600,Sunny,12.6,13.6,11.7
2025-11-02,바질살라미모짜렐라,16,121600,Sunny,12.6,13.6,11.7
2025-11-02,플레인햄치즈 샌드위치,10,76000,Sunny,12.6,13.6,11.7
2025-11-02,아메리카노 ICE,15,60000,Sunny,12.6,13.6,11.7
2025-11-02,소프트소금빵,20,60000,Sunny,12.6,13.6,11.7
2025-11-02,맘모스,12,57600,Sunny,12.6,13.6,11.7
2025-11-02,카야버터프레첼베이글,10,56000,Sunny,12.6,13.6,11.7
2025-11-02,에그타르트,12,48000,Sunny,12.6,13.6,11.7
2025-11-02,쪽파베이글 샌드위치,7,45500,Sunny,12.6,13.6,11.7
2025-11-02,생식빵,7,45500,Sunny,12.6,13.6,11.7
2025-11-02,모찌모찌 식빵,8,44000,Sunny,12.6,13.6,11.7
2025-11-02,감자치즈베이글,12,43200,Sunny,12.6,13.6,11.7
2025-11-02,통밀잡곡식빵,6,33000,Sunny,12.6,13.6,11.7
2025-11-02,초코베이글,9,32400,Sunny,12.6,13.6,11.7
2025-11-02,아메리카노 HOT,8,32000,Sunny,12.6,13.6,11.7
2025-11-02,후추소금빵,9,28800,Sunny,12.6,13.6,11.7
2025-11-02,고메버터 스콘,8,28800,Sunny,12.6,13.6,11.7
2025-11-02,플레인베이글,9,27000,Sunny,12.6,13.6,11.7
2025-11-02,블루베리 베이글,7,25200,Sunny,12.6,13.6,11.7
2025-11-02,무화과베이글,7,25200,Sunny,12.6,13.6,11.7
2025-11-02,올리브베이글,7,23800,Sunny,12.6,13.6,11.7
2025-11-02,더블초코스콘,6,22800,Sunny,12.6,13.6,11.7
2025-11-02,카페라떼 ICE,5,22500,Sunny,12.6,13.6,11.7
2025-11-02,바닐라까눌레,8,21600,Sunny,12.6,13.6,11.7
2025-11-02,호두크랜베리베이글,5,17500,Sunny,12.6,13.6,11.7
2025-11-02,단팥빵,8,16000,Sunny,12.6,13.6,11.7
2025-11-02,블루베리 크림치즈,4,7200,Sunny,12.6,13.6,11.7
2025-11-02,바닐라빈라떼 ICE,1,5300,Sunny,12.6,13.6,11.7
2025-11-02,바닐라빈라떼 HOT,1,5300,Sunny,12.6,13.6,11.7
2025-11-02,착즙 애플,1,5000,Sunny,12.6,13.6,11.7
2025-11-02,바질토마토 크림치즈,1,1800,Sunny,12.6,13.6,11.7
2025-11-02,크림치즈,1,1500,Sunny,12.6,13.6,11.7
2025-11-01,쉬림프과카몰리샌드위치,27,229500,Sunny,15.7,16.8,12.5
2025-11-01,당근라페치아바타샌드위치,28,224000,Sunny,15.7,16.8,12.5
2025-11-01,치아바타 샌드위치,19,142500,Sunny,15.7,16.8,12.5
2025-11-01,모짜렐라살라미치즈,15,133500,Sunny,15.7,16.8,12.5
2025-11-01,피스타치오햄바게트,15,133500,Sunny,15.7,16.8,12.5
2025-11-01,에그타르트,29,116000,Sunny,15.7,16.8,12.5
2025-11-01,바게트 잠봉,12,108000,Sunny,15.7,16.8,12.5
2025-11-01,바질 잠봉(루꼴라),10,87000,Sunny,15.7,16.8,12.5
2025-11-01,아메리카노 HOT,21,84000,Sunny,15.7,16.8,12.5
2025-11-01,감자 치즈,12,72000,Sunny,15.7,16.8,12.5
2025-11-01,크렌베리닭가슴살샌드위치,12,72000,Sunny,15.7,16.8,12.5
2025-11-01,단호박 크림치즈,10,65000,Sunny,15.7,16.8,12.5
2025-11-01,아메리카노 ICE,16,64000,Sunny,15.7,16.8,12.5
2025-11-01,소세지빵,12,54000,Sunny,15.7,16.8,12.5
2025-11-01,앙버터,10,48000,Sunny,15.7,16.8,12.5
2025-11-01,고구마크림치즈사워도우,8,46400,Sunny,15.7,16.8,12.5
2025-11-01,무화과 크림치즈 사워도우,8,44800,Sunny,15.7,16.8,12.5
2025-11-01,미니페스츄리식빵,8,44000,Sunny,15.7,16.8,12.5
2025-11-01,소금빵,14,39200,Sunny,15.7,16.8,12.5
2025-11-01,올리브 치즈 치아바타,8,36000,Sunny,15.7,16.8,12.5
2025-11-01,더블초코스콘,9,34200,Sunny,15.7,16.8,12.5
2025-11-01,뺑오쇼콜라,8,33600,Sunny,15.7,16.8,12.5
2025-11-01,바닐라빈라떼 ICE,6,31800,Sunny,15.7,16.8,12.5
2025-11-01,고메버터 스콘,8,28800,Sunny,15.7,16.8,12.5
2025-11-01,대파 사워도우,5,28500,Sunny,15.7,16.8,12.5
2025-11-01,크로와상,7,24500,Sunny,15.7,16.8,12.5
2025-11-01,바닐라까눌레,8,21600,Sunny,15.7,16.8,12.5
2025-11-01,착즙 애플,4,20000,Sunny,15.7,16.8,12.5
2025-11-01,호두 크랜베리 사워도우,3,15900,Sunny,15.7,16.8,12.5
2025-11-01,카페라떼 ICE,3,13500,Sunny,15.7,16.8,12.5
2025-11-01,치아바타,2,8000,Sunny,15.7,16.8,12.5
2025-11-01,바게트,2,8000,Sunny,15.7,16.8,12.5
2025-11-01,착즙 오렌지,1,5000,Sunny,15.7,16.8,12.5
2025-11-01,사워도우,1,4500,Sunny,15.7,16.8,12.5
2025-11-01,바질토마토 크림치즈,1,1800,Sunny,15.7,16.8,12.5
2025-10-31,당근라페치아바타샌드위치,22,176000,Sunny,16.4,19,10.8
2025-10-31,치아바타 샌드위치,14,105000,Sunny,16.4,19,10.8
2025-10-31,쉬림프과카몰리샌드위치,12,102000,Sunny,16.4,19,10.8
2025-10-31,바질 잠봉(루꼴라),11,95700,Sunny,16.4,19,10.8
2025-10-31,모짜렐라살라미치즈,10,89000,Sunny,16.4,19,10.8
2025-10-31,바게트 잠봉,7,63000,Sunny,16.4,19,10.8
2025-10-31,피스타치오햄바게트,7,62300,Sunny,16.4,19,10.8
2025-10-31,감자 치즈,8,48000,Sunny,16.4,19,10.8
2025-10-31,소금빵,17,47600,Sunny,16.4,19,10.8
2025-10-31,단호박 크림치즈,7,45500,Sunny,16.4,19,10.8
2025-10-31,에그타르트,11,44000,Sunny,16.4,19,10.8
2025-10-31,크렌베리닭가슴살샌드위치,7,42000,Sunny,16.4,19,10.8
2025-10-31,올리브 치즈 치아바타,8,36000,Sunny,16.4,19,10.8
2025-10-31,아메리카노 ICE,9,36000,Sunny,16.4,19,10.8
2025-10-31,무화과 크림치즈 사워도우,6,33600,Sunny,16.4,19,10.8
2025-10-31,고메버터 스콘,9,32400,Sunny,16.4,19,10.8
2025-10-31,아메리카노 HOT,8,32000,Sunny,16.4,19,10.8
2025-10-31,카페라떼 ICE,7,31500,Sunny,16.4,19,10.8
2025-10-31,고구마크림치즈사워도우,4,23200,Sunny,16.4,19,10.8
2025-10-31,소세지빵,5,22500,Sunny,16.4,19,10.8
2025-10-31,미니페스츄리식빵,4,22000,Sunny,16.4,19,10.8
2025-10-31,바게트,5,20000,Sunny,16.4,19,10.8
2025-10-31,카페라떼 HOT,4,18000,Sunny,16.4,19,10.8
2025-10-31,대파 사워도우,3,17100,Sunny,16.4,19,10.8
2025-10-31,호두 크랜베리 사워도우,3,15900,Sunny,16.4,19,10.8
2025-10-31,뺑오쇼콜라,3,12600,Sunny,16.4,19,10.8
2025-10-31,앙버터,2,9600,Sunny,16.4,19,10.8
2025-10-31,사워도우,2,9000,Sunny,16.4,19,10.8
2025-10-31,크로와상,2,7000,Sunny,16.4,19,10.8
2025-10-31,바닐라까눌레,2,5400,Sunny,16.4,19,10.8
2025-10-31,더블초코스콘,1,3800,Sunny,16.4,19,10.8
2025-10-30,당근라페치아바타샌드위치,16,128000,Cloudy,14.6,16.9,9.6
2025-10-30,쉬림프과카몰리샌드위치,14,119000,Cloudy,14.6,16.9,9.6
2025-10-30,모짜렐라살라미치즈,10,89000,Cloudy,14.6,16.9,9.6
2025-10-30,바질 잠봉(루꼴라),10,87000,Cloudy,14.6,16.9,9.6
2025-10-30,치아바타 샌드위치,11,82500,Cloudy,14.6,16.9,9.6
2025-10-30,바게트 잠봉,8,72000,Cloudy,14.6,16.9,9.6
2025-10-30,피스타치오햄바게트,8,71200,Cloudy,14.6,16.9,9.6
2025-10-30,감자 치즈,9,54000,Cloudy,14.6,16.9,9.6
2025-10-30,단호박 크림치즈,8,52000,Cloudy,14.6,16.9,9.6
2025-10-30,아메리카노 HOT,13,52000,Cloudy,14.6,16.9,9.6
2025-10-30,에그타르트,12,48000,Cloudy,14.6,16.9,9.6
2025-10-30,크렌베리닭가슴살샌드위치,8,48000,Cloudy,14.6,16.9,9.6
2025-10-30,소금빵,17,47600,Cloudy,14.6,16.9,9.6
2025-10-30,소세지빵,9,40500,Cloudy,14.6,16.9,9.6
2025-10-30,고구마크림치즈사워도우,6,34800,Cloudy,14.6,16.9,9.6
2025-10-30,무화과 크림치즈 사워도우,6,33600,Cloudy,14.6,16.9,9.6
2025-10-30,앙버터,7,33600,Cloudy,14.6,16.9,9.6
2025-10-30,고메버터 스콘,9,32400,Cloudy,14.6,16.9,9.6
2025-10-30,올리브 치즈 치아바타,7,31500,Cloudy,14.6,16.9,9.6
2025-10-30,대파 사워도우,3,17100,Cloudy,14.6,16.9,9.6
2025-10-30,아메리카노 ICE,4,16000,Cloudy,14.6,16.9,9.6
2025-10-30,바닐라빈라떼 ICE,3,15900,Cloudy,14.6,16.9,9.6
2025-10-30,호두 크랜베리 사워도우,3,15900,Cloudy,14.6,16.9,9.6
2025-10-30,뺑오쇼콜라,3,12600,Cloudy,14.6,16.9,9.6
2025-10-30,미니페스츄리식빵,2,11000,Cloudy,14.6,16.9,9.6
2025-10-30,사워도우,2,9000,Cloudy,14.6,16.9,9.6
2025-10-30,바게트,2,8000,Cloudy,14.6,16.9,9.6
2025-10-30,더블초코스콘,2,7600,Cloudy,14.6,16.9,9.6
2025-10-30,카페라떼 ICE,1,4500,Cloudy,14.6,16.9,9.6
2025-10-30,치아바타,1,4000,Cloudy,14.6,16.9,9.6
2025-10-30,크로와상,1,3500,Cloudy,14.6,16.9,9.6
2025-10-30,바닐라까눌레,1,2700,Cloudy,14.6,16.9,9.6
2025-10-29,잠봉 베이글 샌드위치,12,96000,Sunny,13.6,16.2,8.8
2025-10-29,바질살라미모짜렐라,12,91200,Sunny,13.6,16.2,8.8
2025-10-29,플레인햄치즈 샌드위치,11,83600,Sunny,13.6,16.2,8.8
2025-10-29,당근라페베이컨 샌드위치,10,76000,Sunny,13.6,16.2,8.8
2025-10-29,쪽파베이글 샌드위치,8,52000,Sunny,13.6,16.2,8.8
2025-10-29,에그타르트,12,48000,Sunny,13.6,16.2,8.8
2025-10-29,소프트소금빵,16,48000,Sunny,13.6,16.2,8.8
2025-10-29,카야버터프레첼베이글,7,39200,Sunny,13.6,16.2,8.8
2025-10-29,생식빵,6,39000,Sunny,13.6,16.2,8.8
2025-10-29,초코베이글,10,36000,Sunny,13.6,16.2,8.8
2025-10-29,감자치즈베이글,10,36000,Sunny,13.6,16.2,8.8
2025-10-29,아메리카노 HOT,8,32000,Sunny,13.6,16.2,8.8
2025-10-29,더블초코스콘,8,30400,Sunny,13.6,16.2,8.8
2025-10-29,블루베리 베이글,8,28800,Sunny,13.6,16.2,8.8
2025-10-29,올리브베이글,8,27200,Sunny,13.6,16.2,8.8
2025-10-29,플레인베이글,9,27000,Sunny,13.6,16.2,8.8
2025-10-29,무화과베이글,7,25200,Sunny,13.6,16.2,8.8
2025-10-29,고메버터 스콘,7,25200,Sunny,13.6,16.2,8.8
2025-10-29,호두크랜베리베이글,7,24500,Sunny,13.6,16.2,8.8
2025-10-29,아메리카노 ICE,6,24000,Sunny,13.6,16.2,8.8
2025-10-29,모찌모찌 식빵,4,22000,Sunny,13.6,16.2,8.8
2025-10-29,통밀잡곡식빵,4,22000,Sunny,13.6,16.2,8.8
2025-10-29,맘모스,4,19200,Sunny,13.6,16.2,8.8
2025-10-29,바닐라까눌레,6,16200,Sunny,13.6,16.2,8.8
2025-10-29,바닐라빈라떼 ICE,3,15900,Sunny,13.6,16.2,8.8
2025-10-29,후추소금빵,4,12800,Sunny,13.6,16.2,8.8
2025-10-29,착즙 오렌지,2,10000,Sunny,13.6,16.2,8.8
2025-10-29,애플키위믹스,1,5000,Sunny,13.6,16.2,8.8
2025-10-29,카페라떼 HOT,1,4500,Sunny,13.6,16.2,8.8
2025-10-29,크림치즈,2,3000,Sunny,13.6,16.2,8.8
2025-10-27,잠봉 베이글 샌드위치,16,128000,Sunny,9.9,12.1,6.7
2025-10-27,바질살라미모짜렐라,16,121600,Sunny,9.9,12.1,6.7
2025-10-27,당근라페베이컨 샌드위치,16,121600,Sunny,9.9,12.1,6.7
2025-10-27,플레인햄치즈 샌드위치,10,76000,Sunny,9.9,12.1,6.7
2025-10-27,에그타르트,13,52000,Sunny,9.9,12.1,6.7
2025-10-27,아메리카노 HOT,12,48000,Sunny,9.9,12.1,6.7
2025-10-27,쪽파베이글 샌드위치,7,45500,Sunny,9.9,12.1,6.7
2025-10-27,카야버터프레첼베이글,8,44800,Sunny,9.9,12.1,6.7
2025-10-27,소프트소금빵,13,39000,Sunny,9.9,12.1,6.7
2025-10-27,맘모스,8,38400,Sunny,9.9,12.1,6.7
2025-10-27,모찌모찌 식빵,5,27500,Sunny,9.9,12.1,6.7
2025-10-27,올리브베이글,8,27200,Sunny,9.9,12.1,6.7
2025-10-27,감자치즈베이글,7,25200,Sunny,9.9,12.1,6.7
2025-10-27,플레인베이글,8,24000,Sunny,9.9,12.1,6.7
2025-10-27,통밀잡곡식빵,4,22000,Sunny,9.9,12.1,6.7
2025-10-27,무화과베이글,6,21600,Sunny,9.9,12.1,6.7
2025-10-27,호두크랜베리베이글,6,21000,Sunny,9.9,12.1,6.7
2025-10-27,생식빵,3,19500,Sunny,9.9,12.1,6.7
2025-10-27,더블초코스콘,5,19000,Sunny,9.9,12.1,6.7
2025-10-27,바닐라까눌레,6,16200,Sunny,9.9,12.1,6.7
2025-10-27,고메버터 스콘,4,14400,Sunny,9.9,12.1,6.7
2025-10-27,아메리카노 ICE,3,12000,Sunny,9.9,12.1,6.7
2025-10-27,단팥빵,6,12000,Sunny,9.9,12.1,6.7
2025-10-27,블루베리 베이글,3,10800,Sunny,9.9,12.1,6.7
2025-10-27,바질토마토 크림치즈,6,10800,Sunny,9.9,12.1,6.7
2025-10-27,초코베이글,3,10800,Sunny,9.9,12.1,6.7
2025-10-27,카페라떼 HOT,2,9000,Sunny,9.9,12.1,6.7
2025-10-27,후추소금빵,2,6400,Sunny,9.9,12.1,6.7
2025-10-27,바닐라빈라떼 ICE,1,5300,Sunny,9.9,12.1,6.7
2025-10-27,바닐라빈라떼 HOT,1,5300,Sunny,9.9,12.1,6.7
2025-10-27,애플키위믹스,1,5000,Sunny,9.9,12.1,6.7
2025-10-27,크림치즈,2,3000,Sunny,9.9,12.1,6.7
2025-10-26,잠봉 베이글 샌드위치,16,128000,Cloudy,15.5,17.2,12.1
2025-10-26,당근라페베이컨 샌드위치,16,121600,Cloudy,15.5,17.2,12.1
2025-10-26,바질살라미모짜렐라,15,114000,Cloudy,15.5,17.2,12.1
2025-10-26,에그타르트,20,80000,Cloudy,15.5,17.2,12.1
2025-10-26,플레인햄치즈 샌드위치,10,76000,Cloudy,15.5,17.2,12.1
2025-10-26,아메리카노 ICE,17,68000,Cloudy,15.5,17.2,12.1
2025-10-26,맘모스,12,57600,Cloudy,15.5,17.2,12.1
2025-10-26,소프트소금빵,18,54000,Cloudy,15.5,17.2,12.1
2025-10-26,쪽파베이글 샌드위치,8,52000,Cloudy,15.5,17.2,12.1
2025-10-26,카야버터프레첼베이글,9,50400,Cloudy,15.5,17.2,12.1
2025-10-26,모찌모찌 식빵,9,49500,Cloudy,15.5,17.2,12.1
2025-10-26,생식빵,7,45500,Cloudy,15.5,17.2,12.1
2025-10-26,감자치즈베이글,12,43200,Cloudy,15.5,17.2,12.1
2025-10-26,초코베이글,10,36000,Cloudy,15.5,17.2,12.1
2025-10-26,플레인베이글,12,33600,Cloudy,15.5,17.2,12.1
2025-10-26,고메버터 스콘,9,32400,Cloudy,15.5,17.2,12.1
2025-10-26,호두크랜베리베이글,8,28000,Cloudy,15.5,17.2,12.1
2025-10-26,통밀잡곡식빵,5,27500,Cloudy,15.5,17.2,12.1
2025-10-26,올리브베이글,8,27200,Cloudy,15.5,17.2,12.1
2025-10-26,바닐라까눌레,10,27000,Cloudy,15.5,17.2,12.1
2025-10-26,후추소금빵,8,25600,Cloudy,15.5,17.2,12.1
2025-10-26,블루베리 베이글,7,25200,Cloudy,15.5,17.2,12.1
2025-10-26,무화과베이글,7,25200,Cloudy,15.5,17.2,12.1
2025-10-26,아메리카노 HOT,6,24000,Cloudy,15.5,17.2,12.1
2025-10-26,더블초코스콘,6,22800,Cloudy,15.5,17.2,12.1
2025-10-26,단팥빵,11,22000,Cloudy,15.5,17.2,12.1
2025-10-26,카페라떼 ICE,4,18000,Cloudy,15.5,17.2,12.1
2025-10-26,카페라떼 HOT,3,13500,Cloudy,15.5,17.2,12.1
2025-10-26,착즙 오렌지,2,10000,Cloudy,15.5,17.2,12.1
2025-10-26,애플키위믹스,2,10000,Cloudy,15.5,17.2,12.1
2025-10-26,크림치즈,6,9000,Cloudy,15.5,17.2,12.1
2025-10-26,바질토마토 크림치즈,3,5400,Cloudy,15.5,17.2,12.1
2025-10-26,블루베리 크림치즈,3,5400,Cloudy,15.5,17.2,12.1
2025-10-26,바닐라빈라떼 ICE,1,5300,Cloudy,15.5,17.2,12.1
2025-10-25,당근라페치아바타샌드위치,29,232000,Rain,17.5,19.2,14.5
2025-10-25,쉬림프과카몰리샌드위치,23,195500,Rain,17.5,19.2,14.5
2025-10-25,치아바타 샌드위치,20,150000,Rain,17.5,19.2,14.5
2025-10-25,모짜렐라살라미치즈,16,142400,Rain,17.5,19.2,14.5
2025-10-25,바게트 잠봉,13,117000,Rain,17.5,19.2,14.5
2025-10-25,에그타르트,29,116000,Rain,17.5,19.2,14.5
2025-10-25,피스타치오햄바게트,12,106800,Rain,17.5,19.2,14.5
2025-10-25,바질 잠봉(루꼴라),11,87700,Rain,17.5,19.2,14.5
2025-10-25,크렌베리닭가슴살샌드위치,13,78000,Rain,17.5,19.2,14.5
2025-10-25,단호박 크림치즈,12,78000,Rain,17.5,19.2,14.5
2025-10-25,감자 치즈,12,72000,Rain,17.5,19.2,14.5
2025-10-25,아메리카노 ICE,15,60000,Rain,17.5,19.2,14.5
2025-10-25,아메리카노 HOT,13,52000,Rain,17.5,19.2,14.5
2025-10-25,소금빵,17,47600,Rain,17.5,19.2,14.5
2025-10-25,고메버터 스콘,13,46800,Rain,17.5,19.2,14.5
2025-10-25,고구마크림치즈사워도우,8,46400,Rain,17.5,19.2,14.5
2025-10-25,소세지빵,10,45000,Rain,17.5,19.2,14.5
2025-10-25,무화과 크림치즈 사워도우,8,44800,Rain,17.5,19.2,14.5
2025-10-25,앙버터,9,43200,Rain,17.5,19.2,14.5
2025-10-25,올리브 치즈 치아바타,8,36000,Rain,17.5,19.2,14.5
2025-10-25,미니페스츄리식빵,6,33000,Rain,17.5,19.2,14.5
2025-10-25,더블초코스콘,8,30400,Rain,17.5,19.2,14.5
2025-10-25,뺑오쇼콜라,7,29400,Rain,17.5,19.2,14.5
2025-10-25,바닐라까눌레,10,27000,Rain,17.5,19.2,14.5
2025-10-25,카페라떼 ICE,5,22500,Rain,17.5,19.2,14.5
2025-10-25,크로와상,6,21000,Rain,17.5,19.2,14.5
2025-10-25,대파 사워도우,3,17100,Rain,17.5,19.2,14.5
2025-10-25,바닐라빈라떼 ICE,3,15900,Rain,17.5,19.2,14.5
2025-10-25,호두 크랜베리 사워도우,3,15900,Rain,17.5,19.2,14.5
2025-10-25,애플키위믹스,3,15000,Rain,17.5,19.2,14.5
2025-10-25,카페라떼 HOT,3,13500,Rain,17.5,19.2,14.5
2025-10-25,사워도우,3,13500,Rain,17.5,19.2,14.5
2025-10-25,착즙 오렌지,2,10000,Rain,17.5,19.2,14.5
2025-10-25,착즙 애플,2,10000,Rain,17.5,19.2,14.5
2025-10-25,치아바타,2,8000,Rain,17.5,19.2,14.5
2025-10-25,바게트,2,8000,Rain,17.5,19.2,14.5
2025-10-24,쉬림프과카몰리샌드위치,24,200000,Sunny,18.5,20.8,14.7
2025-10-24,당근라페치아바타샌드위치,20,160000,Sunny,18.5,20.8,14.7
2025-10-24,치아바타 샌드위치,18,135000,Sunny,18.5,20.8,14.7
2025-10-24,에그타르트,19,76000,Sunny,18.5,20.8,14.7
2025-10-24,크렌베리닭가슴살샌드위치,10,60000,Sunny,18.5,20.8,14.7
2025-10-24,단호박 크림치즈,9,58500,Sunny,18.5,20.8,14.7
2025-10-24,감자 치즈,9,54000,Sunny,18.5,20.8,14.7
2025-10-24,소금빵,18,50400,Sunny,18.5,20.8,14.7
2025-10-24,아메리카노 ICE,11,44000,Sunny,18.5,20.8,14.7
2025-10-24,고구마크림치즈사워도우,6,34800,Sunny,18.5,20.8,14.7
2025-10-24,앙버터,7,33600,Sunny,18.5,20.8,14.7
2025-10-24,무화과 크림치즈 사워도우,6,33600,Sunny,18.5,20.8,14.7
2025-10-24,올리브 치즈 치아바타,7,31500,Sunny,18.5,20.8,14.7
2025-10-24,소세지빵,6,27000,Sunny,18.5,20.8,14.7
2025-10-24,바닐라빈라떼 ICE,5,26500,Sunny,18.5,20.8,14.7
2025-10-24,고메버터 스콘,7,25200,Sunny,18.5,20.8,14.7
2025-10-24,더블초코스콘,5,19000,Sunny,18.5,20.8,14.7
2025-10-24,대파 사워도우,3,17100,Sunny,18.5,20.8,14.7
2025-10-24,뺑오쇼콜라,4,16800,Sunny,18.5,20.8,14.7
2025-10-24,미니페스츄리식빵,3,16500,Sunny,18.5,20.8,14.7
2025-10-24,아메리카노 HOT,4,16000,Sunny,18.5,20.8,14.7
2025-10-24,호두 크랜베리 사워도우,3,15900,Sunny,18.5,20.8,14.7
2025-10-24,사워도우,2,9000,Sunny,18.5,20.8,14.7
2025-10-24,카페라떼 HOT,2,9000,Sunny,18.5,20.8,14.7
2025-10-24,바닐라빈라떼 HOT,1,5300,Sunny,18.5,20.8,14.7
2025-10-24,착즙 오렌지,1,5000,Sunny,18.5,20.8,14.7
2025-10-24,카페라떼 ICE,1,4500,Sunny,18.5,20.8,14.7
2025-10-24,치아바타,1,4000,Sunny,18.5,20.8,14.7
2025-10-24,크로와상,1,3500,Sunny,18.5,20.8,14.7
2025-10-23,당근라페치아바타샌드위치,14,112000,Sunny,18.9,20.8,14.9
2025-10-23,모짜렐라살라미치즈,12,106800,Sunny,18.9,20.8,14.9
2025-10-23,바게트 잠봉,10,90000,Sunny,18.9,20.8,14.9
2025-10-23,아메리카노 ICE,22,88000,Sunny,18.9,20.8,14.9
2025-10-23,쉬림프과카몰리샌드위치,10,85000,Sunny,18.9,20.8,14.9
2025-10-23,피스타치오햄바게트,8,71200,Sunny,18.9,20.8,14.9
2025-10-23,치아바타 샌드위치,9,67500,Sunny,18.9,20.8,14.9
2025-10-23,단호박 크림치즈,9,58500,Sunny,18.9,20.8,14.9
2025-10-23,감자 치즈,9,54000,Sunny,18.9,20.8,14.9
